Annotation Cluster 1	Enrichment Score: 27.471180290997502
GOTERM_CC_FAT	GO:0005874~microtubule	86	3.844434510505141	1.7201702073932545E-8	KIF23, GAS2L3, KIFC1, KIF22, SEPT2, PRC1, TUBB2B, CEP57L1, TUBB2A, KNTC1, TTLL4, CCT2, AURKA, RADIL, AURKB, GTSE1, SPRY2, KIF2C, DYNLL1, STARD9, INCENP, TUBB5, DYNC2H1, CDK5RAP2, TUBA1A, TUBA1B, ASPM, MT3, KIF14, CDK1, ARHGEF2, KIF11, KIF15, FMR1, TPX2, NUSAP1, EML4, CCDC50, EML2, SS18, KIF1A, NAV1, RCC2, SPAG5, TBCD, ROR2, HAUS7, MAPRE2, STMN1, KIF26A, DYNC1I2, SERP1, SEPT9, KIF26B, HAUS4, SHROOM2, NEK2, NCKAP5L, CEP57, TUBE1, DCLK2, SKA1, APPBP2, CKAP2, CAPN6, KIFC5B, SLC8A2, KIF3A, NIN, PSRC1, CENPE, BIRC5, DPYSL2, MID1, REEP2, CDC27, REEP4, MID2, CSPP1, PLK1, KIF20B, ZFP207, TBL1X, KATNAL2, HDAC6, KIF20A	1654	405	14413	1.850385895770821	1.675431759806667E-5	6.444020212992285E-7	2.7086924392349943E-5
GOTERM_CC_FAT	GO:0099512~supramolecular fiber	109	4.8725972284309345	7.196230935441388E-4	KIFC1, SEPT2, PRC1, TUBB2B, TUBB2A, KNTC1, AURKA, CCT2, RADIL, AURKB, KRT80, STARD9, INCENP, DYNC2H1, AIF1L, ASPM, FMR1, ACTN1, TMSB10, KRT18, NAV1, RCC2, SPAG5, ROR2, STMN1, KIF26A, DBN1, SEPT9, KIF26B, LMNB1, LMNB2, NEK2, SRC, TUBE1, SKA1, CKAP2, KIF3A, NIN, FSCN1, REEP2, CDC27, REEP4, CSPP1, PLK1, HDAC6, KIF23, GAS2L3, KIF22, CEP57L1, TTLL4, PAWR, GTSE1, ACTR3, SPRY2, KIF2C, CTTN, DYNLL1, TUBB5, CDK5RAP2, TUBA1A, TUBA1B, MT3, KIF14, CDK1, ARHGEF2, KIF11, SPECC1, KIF15, TPX2, NUSAP1, FLNA, EML4, EML2, CCDC50, SS18, KIF1A, TBCD, HAUS7, IFFO2, MAPRE2, DYNC1I2, SERP1, HAUS4, SHROOM2, CALD1, VIM, NCKAP5L, TPM3, EZR, CEP57, KRT7, DCLK2, APPBP2, AFAP1, CAPN6, KIFC5B, SLC8A2, PSRC1, CENPE, DPYSL3, BIRC5, DPYSL2, MID1, MID2, KIF20B, ZFP207, TBL1X, KATNAL2, KIF20A	1654	700	14413	1.3568984280532042	0.5039929857482006	0.010110357855281027	1.1271728868144204
GOTERM_CC_FAT	GO:0099513~polymeric cytoskeletal fiber	109	4.8725972284309345	7.196230935441388E-4	KIFC1, SEPT2, PRC1, TUBB2B, TUBB2A, KNTC1, AURKA, CCT2, RADIL, AURKB, KRT80, STARD9, INCENP, DYNC2H1, AIF1L, ASPM, FMR1, ACTN1, TMSB10, KRT18, NAV1, RCC2, SPAG5, ROR2, STMN1, KIF26A, DBN1, SEPT9, KIF26B, LMNB1, LMNB2, NEK2, SRC, TUBE1, SKA1, CKAP2, KIF3A, NIN, FSCN1, REEP2, CDC27, REEP4, CSPP1, PLK1, HDAC6, KIF23, GAS2L3, KIF22, CEP57L1, TTLL4, PAWR, GTSE1, ACTR3, SPRY2, KIF2C, CTTN, DYNLL1, TUBB5, CDK5RAP2, TUBA1A, TUBA1B, MT3, KIF14, CDK1, ARHGEF2, KIF11, SPECC1, KIF15, TPX2, NUSAP1, FLNA, EML4, EML2, CCDC50, SS18, KIF1A, TBCD, HAUS7, IFFO2, MAPRE2, DYNC1I2, SERP1, HAUS4, SHROOM2, CALD1, VIM, NCKAP5L, TPM3, EZR, CEP57, KRT7, DCLK2, APPBP2, AFAP1, CAPN6, KIFC5B, SLC8A2, PSRC1, CENPE, DPYSL3, BIRC5, DPYSL2, MID1, MID2, KIF20B, ZFP207, TBL1X, KATNAL2, KIF20A	1654	700	14413	1.3568984280532042	0.5039929857482006	0.010110357855281027	1.1271728868144204

Annotation Cluster 22	Enrichment Score: 8.851147936381684
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0007399~nervous system development	370	16.540008940545373	4.0757321748079165E-20	CTHRC1, MEF2A, TUBB2B, EFNA2, FSTL4, STRN, LPAR3, POSTN, AURKA, REST, SZT2, CTTNBP2, ATP2B4, BHLHB9, ATXN10, BTBD3, DYNC2H1, RARA, H2AFX, PTBP2, PITX2, PTPRK, TYRO3, PTPRF, EFNB3, PTBP1, EFNB2, VANGL2, HMG20A, PTPRS, BCL2L11, FARP1, MARK1, NME7, MKS1, MAPK6, NAV1, ZFP280C, NAV2, SIPA1L1, JUN, CX3CR1, RAB17, ROR1, ROR2, TGIF1, PIAS2, TGIF2, RAB13, KIF26A, UNC13B, DBN1, EIF2AK4, KIF26B, DEAF1, ERBB4, NEK3, ERBB2, CRTC1, MMD, DUSP10, IGF2BP1, SEMA5A, ALCAM, PFN1, NPHP4, SERINC5, TRP53BP2, CASZ1, AGRN, LAMB1, TCF3, PLAG1, DNMT3A, KIF3A, ALMS1, EN1, CDC20, GAS1, CELSR1, SMAD1, PCDH18, RPS7, EPHA3, SEMA6A, EPHA7, DHFR, SFRP1, NPY, SEMA6D, WDR62, SFRP2, ETS1, RGS6, BCL6B, H3F3A, H3F3B, BMP7, TCF12, RERE, RTN4, SRSF1, GPR161, EZH2, TBX20, APCDD1, GLI2, GLI3, DGCR14, CKB, ACTR3, EDNRB, HLX, SEMA3D, SEMA3A, NR2F2, TOP2B, MYC, GPR173, ARHGEF2, ANP32B, RBM45, SDK2, SDK1, MMP14, SLIT2, FLNA, MYCN, INHBA, NCK2, DACT1, DOK4, PAPD4, FANCD2, RRM1, SEMA4C, FOXC1, GNB4, SHROOM2, TUG1, COL3A1, ABI2, KIT, CLDN11, DCHS1, MIF, ITM2A, HDGFRP3, ZFP36L1, WDR19, FAT4, PTK2B, BCL2, BCL11B, BCL11A, GATAD2A, ETV1, UNK, ZFP217, ACSL4, THBS2, ETV4, THBS4, FLRT3, FLRT2, FZD1, IGF1, FZD3, FZD2, YWHAE, CAPRIN2, YWHAH, CDON, KIF20B, YWHAQ, PHGDH, CMA1, PTCH1, PBX1, PBX3, CIT, FAM126A, CDH11, STIL, MTSS1, PLXNA3, SEPT2, TSPAN2, CSPG4, ITPKA, TGFB2, WNT2, KDM1A, UNC5B, ROBO1, CDKN2C, ROBO2, ASPM, SAMD4B, SOCS2, BEND6, STK24, FUT10, FMR1, ARID1A, BASP1, TACC3, STK3, NCAM1, MIB1, HHEX, SLITRK4, HIF1A, KDM2B, SMARCE1, PYGO2, STMN1, SLITRK6, SMARCA1, SLITRK5, IGSF9, XRN2, NRBP2, PLXNC1, HMGB2, CAV1, SNAP91, SLC38A2, BBS7, CCDC14, BEX1, SOX4, LRIG2, TTC8, SOX9, MDK, MEIS1, TTC3, SRC, B3GNT5, HNRNPD, LRFN1, RPL4, FN1, TRP53, EEF1A1, DIXDC1, NIN, CPNE5, BRCA2, EVL, TEAD2, ITGA3, DOCK7, SLC6A17, INSC, TPBG, FBXO38, ATP7A, CDKN1C, SALL2, HDAC2, PLK2, HDAC1, PRICKLE1, PPIA, NEDD4, SMARCC1, ITGA8, SALL1, SMARCC2, FABP7, SYNGAP1, ABL1, MYH10, HDAC6, E2F1, PRX, SEC24B, KDM6A, PREX1, DICER1, DUOX2, CLDN5, UCHL1, NCS1, CBFA2T2, AKT1, CDC42, ACVR1B, PRMT1, CTTN, CASP3, CXCR4, PAK4, HEY2, DLG3, RANBP1, DLG5, CDK5RAP2, CSK, NRG1, CASP2, DLG2, MT3, KIF14, SSBP3, LIMK1, LDB1, SOX11, SOX12, PRKCI, STXBP1, RUNX1T1, CDK6, WLS, HMGA2, KIDINS220, ECT2, VASP, PRKD1, DDR1, SMO, NCOA6, CFL1, NGFR, GAP43, KDM6B, CAMK1D, CPLX2, IRX5, RTN4RL1, NDN, FRYL, TRA2B, TNC, GLIS2, VIM, BRSK1, PRDM16, CD24A, TCF7L2, LINGO1, ALDH1A2, IGF1R, CHD8, PAFAH1B3, PTN, DCLK2, NFATC4, NEDD4L, PAFAH1B2, CAMK2A, PTPRD, COL4A1, UBE4B, DPYSL3, DPYSL2, RACGAP1, FIG4, PPP1R9A, ID2, SULF2, SULF1, H2AFY2, GDF11, ID4, KDM4A, APAF1, NTM	1888	2261	17911	1.5524549471885096	3.5495551510402144E-16	7.71642424139177E-18	8.20930377230787E-17
GOTERM_BP_FAT	GO:0022008~neurogenesis	278	12.4273580688422	4.4701569929365806E-17	CTHRC1, MEF2A, TUBB2B, EFNA2, FSTL4, STRN, LPAR3, POSTN, AURKA, SZT2, REST, BHLHB9, ATXN10, BTBD3, DYNC2H1, RARA, PITX2, PTPRK, EFNB3, PTPRF, VANGL2, EFNB2, PTBP1, HMG20A, MARK1, FARP1, MKS1, MAPK6, NAV1, ZFP280C, SIPA1L1, JUN, CX3CR1, RAB17, ROR1, ROR2, TGIF1, PIAS2, TGIF2, RAB13, KIF26A, DBN1, EIF2AK4, KIF26B, NEK3, ERBB4, CRTC1, ERBB2, MMD, DUSP10, SEMA5A, ALCAM, NPHP4, CASZ1, AGRN, LAMB1, TCF3, PLAG1, DNMT3A, KIF3A, ALMS1, EN1, CDC20, GAS1, CELSR1, EPHA3, SEMA6A, EPHA7, DHFR, SFRP1, NPY, SEMA6D, WDR62, SFRP2, RGS6, BCL6B, BMP7, TCF12, RERE, SRSF1, RTN4, EZH2, TBX20, APCDD1, GLI2, GLI3, ACTR3, EDNRB, SEMA3D, SEMA3A, NR2F2, TOP2B, MYC, GPR173, ARHGEF2, SDK2, SDK1, MMP14, SLIT2, FLNA, MYCN, INHBA, NCK2, DACT1, PAPD4, SEMA4C, TUG1, COL3A1, ABI2, KIT, DCHS1, HDGFRP3, MIF, FAT4, PTK2B, BCL2, BCL11B, BCL11A, ETV1, ZFP217, UNK, ACSL4, ETV4, THBS4, FLRT3, FLRT2, IGF1, FZD3, FZD2, YWHAE, CAPRIN2, YWHAH, CDON, KIF20B, PHGDH, PBX1, PTCH1, PBX3, CIT, CDH11, PLXNA3, SEPT2, TSPAN2, CSPG4, ITPKA, TGFB2, WNT2, KDM1A, UNC5B, ROBO1, CDKN2C, ROBO2, ASPM, SAMD4B, SOCS2, BEND6, STK24, FMR1, TACC3, NCAM1, MIB1, SLITRK4, HIF1A, SMARCE1, STMN1, SLITRK6, SMARCA1, IGSF9, SLITRK5, XRN2, NRBP2, HMGB2, CAV1, PLXNC1, SNAP91, BEX1, SOX4, LRIG2, TTC8, SOX9, MEIS1, TTC3, SRC, LRFN1, RPL4, FN1, TRP53, DIXDC1, EEF1A1, NIN, CPNE5, EVL, ITGA3, DOCK7, ATP7A, CDKN1C, FBXO38, HDAC2, HDAC1, PLK2, PPIA, NEDD4, SALL1, SMARCC2, FABP7, ABL1, SYNGAP1, MYH10, HDAC6, PRX, SEC24B, PREX1, UCHL1, DICER1, NCS1, CBFA2T2, AKT1, CDC42, PRMT1, CTTN, CASP3, CXCR4, PAK4, HEY2, RANBP1, CDK5RAP2, CSK, NRG1, DLG2, MT3, LIMK1, SOX11, LDB1, STXBP1, RUNX1T1, PRKCI, CDK6, HMGA2, KIDINS220, ECT2, VASP, PRKD1, DDR1, SMO, CFL1, NGFR, GAP43, CAMK1D, IRX5, NDN, RTN4RL1, FRYL, TNC, VIM, BRSK1, PRDM16, CD24A, TCF7L2, LINGO1, ALDH1A2, IGF1R, PTN, DCLK2, NFATC4, NEDD4L, CAMK2A, PTPRD, UBE4B, DPYSL3, DPYSL2, RACGAP1, FIG4, PPP1R9A, ID2, GDF11, ID4, KDM4A, NTM	1888	1638	17911	1.6100847716313818	3.893059725148468E-13	6.279128588949142E-15	9.003750759617112E-14
GOTERM_BP_FAT	GO:0048699~generation of neurons	261	11.66741171211444	4.064972935617063E-16	CTHRC1, MEF2A, TUBB2B, EFNA2, FSTL4, LPAR3, STRN, POSTN, AURKA, SZT2, REST, BHLHB9, ATXN10, BTBD3, DYNC2H1, RARA, PITX2, PTPRK, EFNB3, PTPRF, VANGL2, EFNB2, PTBP1, HMG20A, MARK1, FARP1, MKS1, MAPK6, NAV1, ZFP280C, SIPA1L1, JUN, CX3CR1, RAB17, TGIF1, TGIF2, PIAS2, RAB13, KIF26A, DBN1, EIF2AK4, KIF26B, NEK3, ERBB4, CRTC1, ERBB2, MMD, DUSP10, SEMA5A, ALCAM, NPHP4, CASZ1, AGRN, LAMB1, TCF3, PLAG1, DNMT3A, KIF3A, ALMS1, EN1, CDC20, GAS1, CELSR1, EPHA3, SEMA6A, EPHA7, DHFR, SFRP1, NPY, SEMA6D, SFRP2, RGS6, BCL6B, BMP7, TCF12, RERE, RTN4, EZH2, TBX20, GLI2, GLI3, ACTR3, EDNRB, SEMA3D, SEMA3A, NR2F2, TOP2B, MYC, GPR173, ARHGEF2, SDK2, SDK1, SLIT2, FLNA, MYCN, INHBA, NCK2, DACT1, PAPD4, SEMA4C, TUG1, COL3A1, ABI2, KIT, HDGFRP3, MIF, FAT4, PTK2B, BCL2, BCL11B, BCL11A, ETV1, UNK, ACSL4, ETV4, THBS4, FLRT3, FLRT2, FZD3, FZD2, YWHAE, CAPRIN2, YWHAH, CDON, KIF20B, PHGDH, PBX1, PTCH1, PBX3, CIT, CDH11, PLXNA3, SEPT2, TSPAN2, CSPG4, ITPKA, TGFB2, WNT2, KDM1A, UNC5B, ROBO1, ROBO2, ASPM, SAMD4B, SOCS2, BEND6, STK24, FMR1, NCAM1, MIB1, SLITRK4, HIF1A, STMN1, SLITRK6, SMARCA1, IGSF9, SLITRK5, XRN2, NRBP2, HMGB2, CAV1, PLXNC1, SNAP91, BEX1, SOX4, LRIG2, TTC8, SOX9, MEIS1, TTC3, SRC, LRFN1, RPL4, FN1, TRP53, DIXDC1, EEF1A1, NIN, CPNE5, EVL, ITGA3, DOCK7, ATP7A, CDKN1C, FBXO38, HDAC2, HDAC1, PLK2, PPIA, NEDD4, SALL1, SMARCC2, ABL1, SYNGAP1, MYH10, HDAC6, SEC24B, PREX1, UCHL1, DICER1, NCS1, CBFA2T2, AKT1, CDC42, PRMT1, CTTN, CASP3, CXCR4, PAK4, HEY2, RANBP1, CDK5RAP2, NRG1, DLG2, MT3, LIMK1, SOX11, LDB1, STXBP1, RUNX1T1, PRKCI, HMGA2, KIDINS220, ECT2, VASP, PRKD1, SMO, DDR1, CFL1, NGFR, GAP43, CAMK1D, IRX5, NDN, RTN4RL1, FRYL, TNC, VIM, BRSK1, CD24A, TCF7L2, LINGO1, ALDH1A2, IGF1R, PTN, DCLK2, NFATC4, NEDD4L, CAMK2A, PTPRD, UBE4B, DPYSL3, DPYSL2, FIG4, RACGAP1, PPP1R9A, ID2, GDF11, ID4, KDM4A, NTM	1888	1526	17911	1.6225714035808694	3.867572928584195E-12	5.950795411990839E-14	8.992806499463768E-13
GOTERM_BP_FAT	GO:0030182~neuron differentiation	241	10.773357174787662	5.869106446714455E-16	CTHRC1, MEF2A, EFNA2, FSTL4, LPAR3, STRN, POSTN, AURKA, SZT2, REST, BHLHB9, ATXN10, BTBD3, DYNC2H1, RARA, PITX2, PTPRK, EFNB3, PTPRF, VANGL2, EFNB2, PTBP1, HMG20A, FARP1, MKS1, MAPK6, ZFP280C, SIPA1L1, JUN, RAB17, TGIF1, TGIF2, PIAS2, RAB13, KIF26A, DBN1, EIF2AK4, KIF26B, NEK3, ERBB4, CRTC1, ERBB2, MMD, SEMA5A, ALCAM, NPHP4, CASZ1, AGRN, LAMB1, TCF3, DNMT3A, KIF3A, ALMS1, CDC20, EN1, GAS1, EPHA3, SEMA6A, EPHA7, DHFR, SFRP1, NPY, SEMA6D, SFRP2, RGS6, BMP7, TCF12, RERE, RTN4, EZH2, TBX20, GLI2, GLI3, ACTR3, EDNRB, SEMA3D, SEMA3A, TOP2B, SDK2, SDK1, SLIT2, FLNA, MYCN, NCK2, INHBA, DACT1, PAPD4, SEMA4C, TUG1, ABI2, HDGFRP3, MIF, FAT4, PTK2B, BCL2, BCL11B, BCL11A, ETV1, UNK, ACSL4, ETV4, THBS4, FLRT3, FLRT2, FZD3, FZD2, CAPRIN2, YWHAH, CDON, KIF20B, PHGDH, PBX1, PTCH1, CIT, PBX3, CDH11, PLXNA3, SEPT2, TSPAN2, CSPG4, ITPKA, TGFB2, WNT2, KDM1A, UNC5B, ROBO1, ROBO2, ASPM, SAMD4B, SOCS2, BEND6, STK24, FMR1, NCAM1, MIB1, SLITRK4, HIF1A, STMN1, SMARCA1, SLITRK6, IGSF9, SLITRK5, XRN2, NRBP2, CAV1, PLXNC1, SNAP91, BEX1, SOX4, LRIG2, TTC8, SOX9, MEIS1, TTC3, SRC, LRFN1, RPL4, FN1, DIXDC1, EEF1A1, NIN, CPNE5, EVL, ITGA3, DOCK7, CDKN1C, ATP7A, FBXO38, HDAC2, HDAC1, PLK2, PPIA, NEDD4, SALL1, SMARCC2, ABL1, SYNGAP1, MYH10, HDAC6, SEC24B, PREX1, UCHL1, DICER1, NCS1, CBFA2T2, AKT1, CDC42, PRMT1, CTTN, CASP3, CXCR4, PAK4, HEY2, RANBP1, CDK5RAP2, NRG1, DLG2, MT3, LIMK1, SOX11, LDB1, STXBP1, RUNX1T1, PRKCI, KIDINS220, ECT2, VASP, PRKD1, SMO, DDR1, CFL1, NGFR, GAP43, CAMK1D, IRX5, NDN, RTN4RL1, FRYL, TNC, VIM, BRSK1, CD24A, LINGO1, IGF1R, ALDH1A2, PTN, DCLK2, NFATC4, NEDD4L, CAMK2A, PTPRD, UBE4B, DPYSL3, DPYSL2, FIG4, PPP1R9A, ID2, GDF11, ID4, KDM4A, NTM	1888	1379	17911	1.657946912525657	4.834466160730244E-12	7.105427357601002E-14	1.1213252548714081E-12
GOTERM_BP_FAT	GO:0048468~cell development	349	15.601251676352257	3.558091874027077E-14	CTHRC1, MEF2A, EFNA2, EDN1, FSTL4, STRN, LPAR3, POSTN, AURKA, REST, SZT2, RADIL, ANKLE1, MEGF10, SHB, BHLHB9, ATXN10, BTBD3, RARA, PITX2, PTPRK, TYRO3, PTPRF, EFNB3, EFNB2, VANGL2, PTBP1, HMG20A, PTPRS, FARP1, MKS1, MAPK6, RCC2, ZFP280C, SIPA1L1, JUN, CX3CR1, RAB17, ROR1, ROR2, TGIF1, PIAS2, TGIF2, RAB13, TGFB1I1, KIF26A, DBN1, EIF2AK4, KIF26B, NEK3, ERBB4, CRTC1, ERBB2, PTH1R, MMD, DUSP10, PXN, SEMA5A, FAM65B, ALCAM, NPHP4, CASZ1, FBXO5, AGRN, LAMB1, TCF3, HNRNPAB, PLAG1, KLF5, COL18A1, KIF3A, SMAD6, MAML1, ALMS1, EN1, CDC20, MYOZ1, GAS1, SEPN1, EPHA3, SEMA6A, NOTCH2, EPHA7, COL14A1, DHFR, SFRP1, NPY, SEMA6D, SFRP2, RNF2, RGS6, BCL6B, H3F3A, H3F3B, BMP7, TCF12, RERE, RTN4, EZH2, TBX20, WASF2, MLH1, GLI2, GLI3, ACTR3, EDNRB, CHST11, SEMA3D, FANCG, SEMA3A, TOP2B, COL11A1, MYC, GPR173, ARHGEF2, SDK1, SLIT2, FLNA, ZFP37, MYCN, INHBA, NCK2, DACT1, DACT3, SEMA4C, CHSY1, FOXC1, PARVA, IFT74, TUG1, COL3A1, ABI2, KIT, FEM1B, GJC1, HDGFRP3, MIF, GLIPR2, EZR, FAT4, ZSCAN21, PTK2B, BCL2, BCL11B, FAT1, BCL11A, KCNE1, ETV1, UNK, ACSL4, ETV4, TRIP13, THBS4, FLRT3, FLRT2, TRIM28, IGF1, FZD3, FZD2, FZD5, SNAI2, CAPRIN2, YWHAH, CDON, KIF20B, PHGDH, MEX3C, PBX1, PBX3, CIT, PHLDB2, TJP2, CDH11, BMP10, PLXNA3, SEPT2, TSPAN2, CSPG4, ITPKA, CBFB, TGFB2, WNT2, KDM1A, MYOCD, UNC5B, ROBO1, GATA6, GATA4, ROBO2, ASPM, SAMD4B, NET1, ACTN4, SOCS2, BEND6, STK24, FMR1, DDX39B, ACTN1, HNRNPU, NCAM1, MIB1, SLITRK4, HIF1A, PDE5A, PYGO2, CELF1, MFAP2, STMN1, COL1A1, SLITRK6, SLITRK5, IGSF9, PLXNC1, HMGB2, CAV1, SNAP91, BEX1, SOX4, LRIG2, TTC8, SOX9, MEIS1, SYCP1, TTC3, SRC, LRFN1, RPL4, FN1, TRP53, EEF1A1, DIXDC1, NIN, CPNE5, FDPS, BRIP1, BRCA2, EVL, ITGA3, DOCK7, TRIM62, CACNA2D2, CORO1C, FBXO38, ATP7A, CDKN1C, HDAC2, HDAC1, PLK2, NEDD4, ITGA8, SALL1, RFX3, ANTXR1, SYNGAP1, ABL1, MYH10, HDAC6, PRX, SEC24B, PREX1, DICER1, CLDN5, UCHL1, NCS1, PAWR, CBFA2T2, FAM83D, AKT1, CDC42, CASP6, PRMT1, CTTN, PRMT2, WISP1, CXCR4, PAK4, HEY2, LTF, RANBP1, CDK5RAP2, LOXL2, NRG1, CASP2, DLG2, MT3, KIF14, CDK1, LIMK1, ARID5B, SOX11, PRKCI, STXBP1, RUNX1T1, CDK6, HMGA2, KIDINS220, ECT2, VASP, PRKD1, DDR1, SMO, PANK2, SDC1, BVES, CFL1, NGFR, CASQ1, GAP43, CAMK1D, IRX5, RTN4RL1, NDN, FRYL, TNC, VIM, NUP93, BRSK1, CD24A, TCF7L2, CDH5, LINGO1, ALDH1A2, TYMS, IGF1R, CEP57, PTN, DCLK2, NFATC4, NEDD4L, CAMK2A, PTPRD, L3MBTL3, UBE4B, FBN1, SIRT6, DPYSL3, DPYSL2, AMPD2, FIG4, ANXA2, PPP1R9A, ID2, SULF2, SULF1, GDF11, ID4, KDM4A, NTM	1888	2278	17911	1.4534147092305176	3.0940583428673563E-10	3.773203971491057E-12	7.155387393709134E-11
GOTERM_BP_FAT	GO:2000026~regulation of multicellular organismal development	300	13.410818059901656	3.7824219645489715E-14	CTHRC1, EDN1, FSTL4, LPAR3, REST, ANKLE1, MEGF10, ZNRF3, MAGED1, SHB, DDX17, BHLHB9, CTGF, RARA, OGT, PTPRF, RCOR1, EFNB2, VANGL2, PTBP1, APOLD1, PIM1, HMG20A, VASH2, VASH1, MKS1, MAPK6, SIPA1L1, JUN, CX3CR1, RAB17, ROR2, TGIF1, PIAS2, TGIF2, TGFB1I1, MAPK7, DBN1, EIF2AK4, DEAF1, RBP1, ERBB4, CRTC1, ERBB2, MMD, DUSP10, SEMA5A, UBASH3B, NRARP, CASZ1, AGRN, TCF3, NR1H4, PLAG1, ASXL2, KLF10, IL1RL2, CDC20, CELSR1, SMAD1, EPHA3, SEMA6A, NOTCH2, LAMA4, EPHA7, LAMA3, COL14A1, SFRP1, SEMA6D, ETS1, SRSF6, SFRP2, RGS6, BCL6B, BMP7, TCF12, RTN4, GPR161, EZH2, TBX20, LRRC17, GLI2, GLI3, ACTR3, EDNRB, HLX, SEMA3D, SEMA3A, MYC, AP3B1, GPR173, ARHGEF2, SDK1, MMP14, SLIT2, FLNA, MYCN, INHBA, CCND1, DACT1, DACT3, FANCD2, SEMA4C, FOXC1, TBX18, NKD1, COL3A1, PML, KIT, MIF, ZFP36L1, GLIPR2, FAT4, PTK2B, BCL2, BCL11B, BCL11A, THBS1, THBS2, ETV4, THBS4, FLRT3, FLRT2, TBX2, FZD1, IGF1, FZD3, FZD2, SNAI2, CAPRIN2, RPS6KA6, PRELID1, SOST, YWHAH, CDON, KIF20B, CMA1, PBX1, NLN, PTCH1, LUC7L, CIT, PHLDB2, TJP2, BMP10, PLXNA3, PDGFA, HMGCR, CSPG4, IQGAP3, ITPKA, TGFB2, WNT2, KDM1A, MYOCD, ROBO1, GATA6, GATA4, ROBO2, ASPM, NGP, SOCS2, BEND6, STK24, DDX39B, FMR1, GRHL1, STK3, NCAM1, MIB1, HHEX, SLITRK4, HIF1A, BMP2K, PYGO2, COL1A1, SLITRK6, SLITRK5, ASB4, HMGB1, HMGB2, CAV1, PLXNC1, BEX1, LRIG2, SOX9, MEIS1, TTC3, VDR, RPL4, FN1, TRP53, EEF1A1, DIXDC1, NIN, CPNE5, FDPS, CD276, BRCA2, ITGA3, DOCK7, WHSC1, ATAD5, FOXP4, TRIM62, TPBG, BRCA1, CTR9, FBXO38, CDKN1C, HDAC2, CDKN1B, HDAC1, PRICKLE1, PLK2, NEDD4, ITGA5, SALL1, RFX3, SYNGAP1, ABL1, SEC24B, PREX1, CLDN5, DICER1, NCS1, PAWR, CD1D1, CBFA2T2, LGR4, TMEM178, AKT1, CDC42, ACVR1B, CASP6, PRMT1, CTTN, GPC3, WISP1, CXCR4, HEY2, LTF, RANBP1, CDK5RAP2, LOXL2, NRG1, KDM5B, MT3, KIF14, EGR1, CDK1, LIMK1, SOX11, LDB1, RUNX1T1, PRKCI, CDK6, HMGA2, KIDINS220, ECT2, PRKD1, SMO, BTG1, CFL1, SCIN, NRK, NGFR, CAMK1D, CD101, VIM, CD109, PRDM16, CDH3, CD24A, TCF7L2, CDH5, LINGO1, IGF1R, PTN, NFATC4, ADAMTS12, NEDD4L, FBN2, PTPRD, FBN1, DPYSL3, DPYSL2, SPARC, FIG4, COL5A2, COL5A1, PPP1R9A, ID2, SULF2, SULF1, H2AFY2, GDF11, ID4, KDM4A, NTM	1888	1888	17911	1.5074298423585177	3.2971059216180265E-10	3.97237798210881E-12	7.625011733125575E-11
